,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
South Sudan,13.1,12.4,24.1,0.0,50.2,39.8,13.2,51.5,0.0,23.5,14.9,92.2,99.7,66.1,71.1,44.9,40.6
Azerbaijan,100.0,61.9,72.6,87.9,53.2,67.5,67.8,67.0,41.5,100.0,86.2,90.1,81.6,58.9,65.8,72.7,71.0
Myanmar,45.2,59.2,43.8,49.4,52.4,60.1,57.2,60.9,3.2,76.8,51.3,97.5,98.7,51.7,54.0,68.2,33.5
Panama,86.7,44.5,78.0,80.7,61.7,69.6,76.4,62.2,14.6,14.5,75.1,86.0,71.7,53.0,59.6,67.0,36.9
Spain,98.8,62.2,90.6,93.3,74.1,85.3,71.4,74.0,60.3,85.6,87.8,73.1,68.4,45.1,62.3,78.8,60.2
Angola,14.1,55.8,34.8,42.2,50.3,54.3,63.6,52.8,11.3,16.5,47.6,95.1,96.8,68.3,66.5,48.7,48.3
Fiji,93.2,57.0,73.1,73.5,56.1,72.5,65.7,72.1,40.5,65.8,92.8,87.4,96.3,64.6,46.5,79.7,59.4
Norway,99.6,65.7,93.4,96.2,84.9,84.9,93.5,83.4,81.6,100.0,84.1,51.5,17.7,76.2,70.8,90.8,86.5
Paraguay,85.0,69.5,69.9,80.5,58.7,69.1,86.5,64.0,8.3,14.1,74.6,87.1,92.8,61.4,50.8,49.4,45.5
"Iran, Islamic Rep.",99.0,64.2,76.1,71.5,40.2,60.0,64.3,49.0,19.5,53.8,76.5,90.5,77.6,79.5,68.7,58.2,53.6
United States,99.0,70.2,83.4,96.1,69.3,84.3,69.4,77.1,72.4,53.1,86.1,68.8,33.7,58.9,55.5,74.8,61.4
Denmark,99.5,68.7,94.4,98.6,85.6,91.9,84.5,87.8,96.3,98.7,92.1,54.6,55.3,77.0,92.9,93.0,80.7
Russian Federation,100.0,57.3,65.4,83.6,63.8,76.8,66.9,69.8,37.8,59.4,79.1,86.0,66.6,55.9,66.2,45.8,67.5
Kyrgyz Republic,81.5,57.5,67.3,82.0,64.3,64.4,79.5,55.5,13.7,96.6,79.2,95.2,91.9,58.9,71.0,61.4,78.4
Botswana,53.9,39.8,48.1,65.7,64.9,67.7,52.4,54.9,45.1,13.7,80.8,88.5,85.4,66.1,74.4,66.1,65.6
Guyana,80.8,63.4,60.1,89.3,62.3,68.6,73.0,56.4,14.0,30.3,77.2,69.9,89.6,47.7,42.3,61.2,52.5
Low-income Countries,14.5,44.0,35.5,26.3,37.6,42.7,27.9,48.6,7.1,52.2,42.5,97.3,98.6,75.9,61.6,48.4,40.2
Barbados,92.4,55.4,82.9,96.2,72.2,52.7,93.5,69.3,39.8,30.3,74.6,68.8,89.1,62.5,66.1,70.8,70.1
Morocco,86.2,55.2,62.6,58.1,32.5,56.6,64.4,66.1,22.1,52.3,69.5,94.0,93.8,58.9,70.4,64.6,64.1
Costa Rica,98.3,50.8,87.6,81.1,76.5,76.4,94.2,77.2,42.7,20.7,92.8,83.8,86.3,60.2,63.7,75.8,74.2
