,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Ecuador,79.4,52.4,71.7,74.7,59.4,67.0,67.8,64.8,14.9,9.5,79.9,90.8,91.3,76.2,58.3,49.1,59.4
China,64.8,74.1,65.5,98.0,72.0,60.2,58.1,70.1,37.3,29.6,64.3,91.8,93.8,56.7,50.1,62.2,31.9
Uruguay,100.0,62.3,78.3,91.0,61.2,74.4,96.9,63.6,17.0,45.8,88.6,78.2,90.7,50.9,51.0,74.4,67.1
Nicaragua,74.2,51.9,62.5,65.4,57.4,62.9,70.8,55.6,5.0,14.2,68.6,91.8,96.4,64.0,65.6,62.4,41.1
Latin America and the Caribbean,82.0,62.0,70.1,81.1,63.1,76.3,78.6,65.9,22.5,10.7,73.2,87.6,91.0,57.3,57.2,57.7,61.3
Guatemala,68.5,38.0,61.7,52.4,37.8,66.9,71.7,61.8,6.4,12.4,74.6,93.9,95.8,63.8,42.9,50.1,44.4
Eswatini,22.9,59.1,26.0,42.5,39.6,25.4,38.4,46.6,1.9,13.9,73.1,87.0,97.1,66.1,64.6,51.1,56.4
Paraguay,85.0,68.3,68.4,78.8,54.4,65.4,84.3,61.0,6.7,8.0,72.6,87.1,92.8,61.4,46.3,46.4,46.7
Tunisia,88.5,53.9,71.8,65.8,33.5,64.5,71.7,56.7,16.4,69.6,75.7,89.5,91.2,54.9,52.8,71.7,65.8
Peru,82.3,59.2,66.6,86.4,57.5,74.4,68.8,61.5,18.5,23.6,63.1,91.7,94.0,70.4,54.7,55.9,52.6
Pakistan,45.2,43.4,36.6,48.4,15.0,40.9,61.6,51.2,4.8,81.2,50.5,96.1,98.0,63.8,70.5,52.9,53.7
Italy,98.3,71.7,87.3,98.7,50.2,80.6,69.6,69.7,55.5,76.8,75.2,75.8,65.0,47.4,67.3,72.1,62.4
North Macedonia,75.7,59.6,71.3,87.1,23.7,71.8,59.8,56.4,15.2,65.0,78.7,86.4,85.7,58.9,80.6,73.2,69.3
Hungary,99.4,71.0,75.6,94.9,59.5,87.9,68.4,77.4,26.6,95.7,83.9,84.4,74.8,62.0,71.9,73.0,49.3
Haiti,28.6,41.5,29.4,82.9,29.7,47.5,43.3,53.6,5.3,47.3,41.4,95.8,98.9,69.5,43.1,44.9,41.8
Chile,96.7,71.5,81.4,91.6,50.6,89.8,80.9,69.9,17.2,14.4,85.3,84.9,79.1,79.6,60.7,74.8,72.8
Kyrgyz Republic,78.9,58.0,62.9,73.1,58.7,59.2,79.8,52.9,4.9,92.7,72.2,95.3,94.3,58.9,71.1,60.5,70.2
Russian Federation,100.0,56.3,64.7,88.4,61.8,76.4,66.7,69.6,36.3,64.6,78.7,86.0,68.1,57.5,66.2,42.7,70.4
Vietnam,79.8,59.7,62.5,72.9,68.7,62.3,67.5,69.7,16.8,68.6,57.2,94.8,96.4,55.3,40.5,64.4,63.3
East and South Asia,47.1,58.9,51.8,70.8,49.7,54.4,56.2,64.9,24.1,35.4,56.0,94.0,95.3,57.9,51.8,60.7,44.5
