,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Uganda,20.3,60.1,19.5,39.0,44.5,41.6,29.6,57.9,7.0,36.0,36.5,96.6,99.3,66.1,62.8,50.4,46.3
Morocco,86.2,54.0,65.6,61.4,33.8,57.9,66.7,66.0,25.0,52.3,70.1,94.0,93.7,58.9,70.4,65.2,62.4
Myanmar,45.2,59.2,43.8,49.4,52.4,60.1,57.2,60.9,3.2,76.8,51.3,97.5,98.7,51.7,54.0,68.2,33.5
Cameroon,44.5,60.1,38.2,51.0,51.8,55.8,65.9,61.2,19.9,23.1,43.7,97.2,97.9,74.5,64.4,47.4,44.2
Bhutan,87.7,54.5,68.6,67.8,56.3,69.6,92.3,64.6,37.6,64.4,84.6,92.9,86.5,60.8,65.6,84.1,60.0
Luxembourg,100.0,57.8,92.5,94.1,69.5,81.8,53.8,72.0,82.3,86.6,96.7,46.9,33.3,62.0,65.9,90.9,64.7
Norway,99.6,65.7,93.4,96.2,84.9,84.9,93.5,83.4,81.6,100.0,84.1,51.5,17.7,76.2,70.8,90.8,86.5
Malawi,1.3,57.3,34.3,49.2,55.6,49.6,30.5,55.6,9.8,29.3,53.0,98.8,99.2,66.1,63.4,57.5,49.7
Barbados,89.7,55.4,82.3,90.4,71.6,52.7,93.5,68.8,42.0,30.3,74.6,68.8,90.2,62.5,63.0,72.5,73.7
Tajikistan,76.4,50.5,54.6,69.3,47.6,51.0,86.8,59.9,4.2,77.0,62.5,96.2,97.3,58.9,68.0,67.8,42.4
Uzbekistan,28.6,55.0,65.9,71.3,56.0,54.0,59.1,62.6,9.6,84.5,75.6,96.6,90.3,58.9,64.6,62.5,54.4
Dominican Republic,96.2,59.6,65.5,87.3,71.3,66.0,72.5,73.0,31.1,36.9,83.2,87.9,90.2,84.0,74.1,55.9,53.1
Suriname,79.6,54.9,62.4,63.7,61.9,65.5,86.1,65.2,1.5,30.3,83.7,86.3,89.4,67.7,78.4,65.6,58.9
Lesotho,24.0,54.8,24.9,46.1,71.2,44.3,20.5,43.0,6.7,18.0,52.8,96.8,96.2,66.1,74.3,50.9,78.8
Kyrgyz Republic,77.6,58.6,67.8,82.8,63.5,64.7,79.2,55.5,15.0,94.8,82.8,95.2,91.9,58.9,71.0,63.4,76.9
Iceland,99.7,59.2,95.6,97.2,86.8,62.8,99.5,74.5,69.4,99.6,92.3,51.7,49.1,62.8,54.5,94.1,66.9
Lao PDR,40.4,57.4,44.6,45.9,63.0,60.8,68.2,69.4,8.1,67.4,53.2,96.9,96.4,60.8,45.6,47.3,47.1
Trinidad and Tobago,99.0,55.2,68.7,92.4,59.8,68.4,51.6,71.3,12.7,30.3,67.7,71.8,89.4,51.9,55.1,64.4,49.5
Jordan,99.3,58.8,77.3,55.1,39.6,58.3,69.1,60.4,28.7,77.0,76.9,91.8,88.1,85.6,54.5,73.0,58.5
Oman,91.7,58.8,72.3,69.4,20.0,50.4,63.1,70.9,18.2,76.0,75.7,80.8,25.0,72.6,60.0,78.9,56.1
