,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Montenegro,99.4,55.0,77.8,90.6,49.9,64.7,79.6,55.6,28.8,54.4,76.2,77.5,90.1,45.3,54.2,72.2,71.3
Ireland,99.7,76.0,93.2,98.7,72.0,85.5,71.6,84.4,83.8,87.9,89.6,58.3,57.5,71.1,87.6,91.5,57.0
Rest of World (non-OECD),48.2,59.2,53.9,68.4,48.9,56.1,59.4,62.9,22.9,33.6,56.8,93.3,92.0,60.0,55.9,57.7,50.7
"Gambia, The",55.7,52.1,43.7,42.2,32.4,59.3,40.5,66.4,10.9,69.1,64.5,97.2,98.6,67.5,85.0,51.7,44.1
New Zealand,100.0,69.6,90.0,94.3,81.4,90.3,88.6,85.5,73.2,80.0,84.1,53.0,53.2,57.7,52.0,90.9,70.9
North Macedonia,75.7,61.4,73.5,67.1,30.5,73.1,65.0,56.4,23.5,65.0,77.3,86.4,87.6,58.9,80.7,71.1,66.6
Sao Tome and Principe,25.9,62.1,52.3,59.3,33.9,43.5,39.0,62.7,8.6,43.5,54.4,96.7,98.7,81.2,74.3,71.5,53.5
Slovak Republic,98.7,72.3,79.5,84.5,65.6,83.3,70.3,74.2,31.8,100.0,78.8,77.6,61.1,62.0,84.8,74.5,52.8
Latvia,97.5,67.3,77.0,98.1,73.8,89.0,88.3,77.8,41.5,74.5,89.8,73.7,68.5,76.6,97.9,75.3,49.2
Uganda,20.3,60.1,19.5,39.0,44.5,41.6,29.6,57.9,7.0,36.0,36.5,96.6,99.3,66.1,62.8,50.4,46.3
Nepal,36.8,50.1,46.8,56.9,52.0,60.7,51.7,66.1,10.5,64.7,35.2,98.4,98.9,60.8,68.0,56.1,45.7
Georgia,81.3,52.7,71.6,78.7,59.3,82.0,78.4,63.5,35.0,67.6,78.8,91.6,91.0,66.4,68.9,82.9,67.4
Bosnia and Herzegovina,99.7,65.6,77.2,64.1,44.0,73.5,66.7,69.2,36.0,80.8,73.0,85.8,82.2,70.3,79.7,69.6,80.6
Small Island Developing States,55.0,51.6,61.2,77.5,55.9,56.2,61.5,68.9,13.5,40.1,79.5,83.6,92.3,69.0,55.0,62.4,58.7
Oceania,27.6,41.9,43.0,59.1,40.6,12.1,35.9,66.5,2.1,46.8,80.8,86.3,98.1,65.4,53.1,65.9,46.3
Hungary,98.8,71.5,81.3,93.6,63.2,87.8,73.2,77.8,52.9,92.5,87.0,83.4,77.1,62.0,85.7,71.2,48.5
Eswatini,32.0,51.8,35.7,52.7,62.6,34.3,64.4,48.7,12.1,11.8,75.5,86.5,97.6,66.1,64.7,54.0,64.0
United States,99.0,70.9,83.9,96.1,69.7,84.3,69.5,77.6,72.9,52.5,86.1,68.8,33.7,59.1,55.6,74.8,62.1
Oman,91.7,58.8,72.3,69.4,20.0,50.4,63.1,70.9,18.2,76.0,75.7,80.8,25.0,72.6,60.0,78.9,56.1
Trinidad and Tobago,99.0,55.2,68.7,92.4,59.8,68.4,51.6,71.3,12.7,30.3,67.7,71.8,89.4,51.9,55.1,64.4,49.5
