,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
"Congo, Dem. Rep.",2.7,42.8,36.7,56.1,40.2,43.1,52.2,53.9,10.6,43.0,40.7,97.9,99.4,78.8,70.4,39.7,41.7
Brunei Darussalam,67.6,54.7,85.3,96.8,60.8,60.4,62.9,69.8,70.4,63.9,99.8,74.3,0.0,54.6,68.5,62.0,71.5
Uruguay,100.0,62.3,78.3,91.0,61.2,74.4,96.9,63.6,17.0,45.8,88.6,78.2,90.7,50.9,51.0,74.4,67.1
Mali,16.9,55.7,29.6,21.6,27.9,53.6,34.1,64.2,5.8,80.4,44.7,96.0,98.9,66.1,57.1,61.0,42.6
Indonesia,62.0,62.3,61.8,90.2,59.2,65.5,70.4,67.4,18.9,56.1,65.6,92.5,92.3,61.9,45.6,68.6,50.5
Malaysia,99.6,45.1,78.5,87.7,48.9,78.6,67.4,69.2,40.5,43.5,85.7,83.3,75.3,63.7,38.7,64.5,58.4
Eswatini,32.0,51.8,35.7,52.7,62.6,34.3,64.4,48.7,12.1,11.8,75.5,86.5,97.6,66.1,64.7,54.0,64.0
Brazil,86.2,69.9,78.5,90.5,69.2,87.1,93.0,65.3,62.1,13.5,76.3,84.6,93.3,63.1,62.3,63.7,74.8
Jamaica,85.9,55.8,78.2,88.9,69.5,69.8,65.0,65.5,29.5,49.3,72.2,87.8,88.5,64.4,50.7,66.6,63.7
France,99.7,71.5,91.3,99.2,79.9,89.8,76.0,78.9,86.7,88.5,93.1,64.3,65.5,60.8,64.3,73.7,70.0
Ecuador,88.8,57.7,78.4,97.5,77.1,74.3,73.9,68.7,36.1,26.0,86.7,90.5,91.0,80.8,60.0,60.2,74.4
Ethiopia,28.1,60.9,41.7,26.0,52.9,36.7,56.2,58.6,24.0,71.7,50.4,97.5,97.5,66.1,58.1,44.0,43.5
"Korea, Rep.",99.1,82.5,89.6,96.5,61.4,74.6,70.2,85.8,97.0,78.0,84.3,80.4,63.7,54.7,55.5,70.7,54.5
El Salvador,90.3,54.9,78.5,77.1,68.4,72.3,90.5,62.2,20.5,59.6,82.2,90.0,94.1,49.3,68.9,55.5,65.5
Central African Republic,0.0,38.8,12.4,6.9,30.6,40.5,25.5,46.5,4.3,9.6,16.7,94.3,99.3,66.1,89.9,42.7,39.1
Small Island Developing States,55.0,51.6,61.2,77.5,55.9,56.2,61.5,68.9,13.5,40.1,79.5,83.6,92.3,69.0,55.0,62.4,58.7
Mozambique,3.1,50.3,23.6,40.7,57.0,42.4,52.3,61.5,5.5,24.5,53.9,98.6,98.7,63.0,58.7,52.3,50.7
Cameroon,44.5,60.1,38.2,51.0,51.8,55.8,65.9,61.2,19.9,23.1,43.7,97.2,97.9,74.5,64.4,47.4,44.2
Saudi Arabia,91.7,55.8,77.1,65.7,26.4,55.2,64.4,64.2,21.3,76.0,51.5,74.6,47.4,67.9,51.4,69.0,59.1
Kuwait,91.7,68.5,83.2,91.2,53.0,57.0,68.0,57.2,52.7,76.0,41.8,64.0,21.8,47.6,51.7,78.6,57.6
