,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Central African Republic,5.1,36.8,12.1,7.1,23.4,47.4,20.2,45.1,3.7,9.6,22.4,95.0,99.4,66.1,89.9,50.6,39.9
Slovenia,99.8,67.8,84.4,97.9,62.9,87.4,75.2,84.5,39.3,100.0,80.7,64.2,57.3,49.5,61.3,83.2,61.0
Oceania,27.9,44.1,41.1,59.0,40.4,11.0,32.9,66.5,1.7,47.4,83.1,86.3,98.3,63.6,54.0,66.5,46.4
United Arab Emirates,99.6,66.7,77.1,78.8,40.6,54.8,67.1,49.3,27.7,84.3,73.0,68.7,0.6,62.6,47.8,74.6,25.8
Guatemala,68.5,38.0,61.7,52.4,37.8,66.9,71.7,61.8,6.4,12.4,74.6,93.9,95.8,63.8,42.9,50.1,44.4
Latvia,96.3,64.1,68.6,99.3,68.8,88.2,82.1,78.7,17.9,68.1,90.4,74.7,72.1,71.9,84.4,70.2,47.0
Panama,86.7,43.5,76.3,72.1,57.9,68.0,76.8,62.3,12.4,9.7,83.8,86.0,72.2,63.2,59.9,68.2,37.7
Iraq,83.8,44.2,55.7,40.3,21.3,53.1,56.6,50.8,8.8,92.8,59.0,89.2,83.4,61.6,52.2,57.6,71.7
"Egypt, Arab Rep.",70.0,66.8,62.5,58.3,27.5,65.5,68.6,52.6,24.7,83.5,60.9,93.2,95.2,49.3,69.4,70.8,64.9
Brazil,83.3,67.5,72.9,82.0,63.9,82.0,86.5,71.1,33.3,6.9,76.2,86.1,92.0,59.2,58.8,61.6,69.2
Niger,12.3,39.8,19.1,0.0,23.2,39.9,32.3,63.0,5.2,61.3,28.7,96.9,99.3,66.1,61.5,58.5,54.1
Slovak Republic,98.7,72.5,77.5,76.5,65.9,83.4,70.2,71.3,27.2,99.1,78.9,77.6,61.2,62.0,72.4,73.4,53.8
"Gambia, The",31.1,54.8,31.1,14.1,21.3,58.2,30.2,66.4,5.0,53.0,59.0,97.2,98.7,56.8,83.8,53.1,41.1
Indonesia,47.4,62.7,51.6,82.8,53.8,58.2,54.1,62.7,7.4,67.0,57.1,92.6,93.2,55.9,41.8,67.7,51.3
Greece,98.5,69.7,84.9,87.4,46.4,88.3,68.9,62.3,26.6,78.4,85.4,69.6,62.5,54.1,69.8,73.0,61.2
Djibouti,46.7,27.4,34.3,0.0,4.6,53.2,36.9,48.9,6.7,46.6,65.6,94.8,91.2,60.4,40.8,58.8,55.2
Russian Federation,100.0,56.3,64.7,88.4,61.8,76.4,66.7,69.6,36.3,64.6,78.7,86.0,68.1,57.5,66.2,42.7,70.4
Portugal,99.6,63.4,81.8,93.4,65.6,78.2,74.5,77.7,28.4,59.1,89.3,72.9,75.3,34.9,63.8,80.4,66.3
Mali,17.2,49.8,24.5,5.6,23.0,45.7,22.8,64.0,4.1,70.7,36.1,96.1,98.9,66.1,57.3,62.5,41.3
Chad,21.4,36.0,16.5,1.2,17.9,39.9,4.1,56.8,4.4,41.5,20.3,96.2,98.1,66.1,77.1,27.5,44.9
