,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Romania,97.0,64.8,73.1,91.1,51.0,77.1,70.7,75.0,9.8,58.9,77.6,85.6,86.7,61.4,56.1,75.6,62.8
Fiji,89.7,57.5,69.8,69.2,47.0,68.0,61.5,72.6,15.3,63.8,92.1,88.1,97.3,63.1,46.3,82.7,61.1
Singapore,98.3,76.5,87.5,97.8,55.7,78.1,69.0,69.3,73.6,63.9,94.6,58.6,47.5,44.1,39.4,89.1,38.1
Dominican Republic,83.6,59.1,61.2,68.5,62.3,67.6,66.0,70.9,7.8,26.4,79.0,88.4,90.8,72.1,46.0,57.0,46.5
Germany,99.9,75.2,88.6,90.1,71.7,84.6,68.8,82.2,69.6,92.9,89.1,60.1,48.1,53.6,71.1,84.2,65.2
Uganda,20.3,60.4,18.0,38.8,44.4,41.6,29.0,58.0,7.4,36.0,36.6,96.6,99.3,66.1,62.9,50.4,46.3
Suriname,79.6,55.0,62.4,63.7,60.4,64.9,85.5,64.0,0.9,30.3,83.6,86.3,89.4,70.1,78.4,64.9,58.9
Pakistan,45.2,43.4,36.6,48.4,15.0,40.9,61.6,51.2,4.8,81.2,50.5,96.1,98.0,63.8,70.5,52.9,53.7
Azerbaijan,100.0,60.7,57.9,65.1,46.5,56.2,62.7,61.3,12.6,100.0,70.5,91.2,80.9,58.9,60.6,71.9,66.1
Panama,86.7,43.5,76.3,72.1,57.9,68.0,76.8,62.3,12.4,9.7,83.8,86.0,72.2,63.2,59.9,68.2,37.7
Papua New Guinea,23.6,44.5,38.9,57.7,36.4,40.5,28.5,72.1,2.7,43.7,81.9,97.8,93.0,69.6,67.2,57.3,42.2
Belarus,99.8,62.6,70.4,93.6,64.4,74.7,65.6,64.1,17.1,96.1,73.1,82.7,59.0,58.9,71.3,64.3,69.5
North Macedonia,75.7,59.6,71.3,87.1,23.7,71.8,59.8,56.4,15.2,65.0,78.7,86.4,85.7,58.9,80.6,73.2,69.3
Benin,15.7,57.5,31.6,16.7,22.1,46.9,29.0,65.8,8.2,34.4,39.9,98.6,98.2,60.0,65.9,48.8,49.1
Trinidad and Tobago,99.0,56.2,68.2,75.2,58.5,68.2,51.5,69.8,11.5,30.3,67.7,71.8,89.4,52.9,55.3,66.2,50.7
Botswana,52.3,44.6,37.6,62.3,65.8,57.2,36.5,53.8,13.7,0.0,77.3,87.8,80.5,66.1,74.5,64.7,68.2
Switzerland,99.8,73.1,91.3,96.3,70.0,90.6,79.4,78.8,74.5,86.9,97.0,62.6,56.6,62.0,64.2,82.5,47.2
Oman,91.7,60.7,72.8,69.8,19.1,51.2,63.4,71.0,14.6,76.0,74.5,80.8,32.5,70.7,61.4,79.2,59.5
Albania,94.3,40.7,75.1,76.0,37.3,69.8,69.0,53.9,4.7,82.5,78.6,88.4,86.3,31.3,63.9,69.2,59.1
Angola,25.2,48.6,24.8,38.9,44.1,45.0,39.9,57.3,0.8,15.5,32.0,95.3,94.2,67.2,66.5,43.1,51.6
