,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Singapore,98.3,76.5,87.5,97.8,55.7,78.1,69.0,69.3,73.6,63.9,94.6,58.6,47.5,44.1,39.4,89.1,38.1
Botswana,52.3,44.6,37.6,62.3,65.8,57.2,36.5,53.8,13.7,0.0,77.3,87.8,80.5,66.1,74.5,64.7,68.2
Lesotho,21.5,52.2,19.6,36.9,57.6,37.1,5.8,43.4,4.4,18.0,56.8,97.0,97.7,66.1,74.3,48.9,72.1
Switzerland,99.8,73.1,91.3,96.3,70.0,90.6,79.4,78.8,74.5,86.9,97.0,62.6,56.6,62.0,64.2,82.5,47.2
Tajikistan,76.4,50.6,54.6,63.1,47.5,49.9,84.9,59.3,4.3,78.3,62.5,96.2,97.5,58.9,68.1,67.5,40.4
Ireland,99.4,77.5,85.6,98.9,66.8,85.2,67.4,88.0,64.9,82.3,86.0,58.8,47.0,60.3,80.6,89.3,53.7
Bulgaria,96.0,64.7,70.5,74.0,72.8,67.3,64.0,67.1,17.1,72.2,76.0,82.9,84.1,60.2,66.5,65.7,68.3
Qatar,91.7,71.9,72.7,84.8,48.9,54.1,56.5,71.7,15.0,76.0,31.3,76.3,0.0,64.9,54.4,87.0,34.4
Mauritania,62.7,32.4,35.6,16.9,12.9,41.9,34.4,42.4,5.7,72.8,29.1,93.5,96.7,54.3,61.1,54.0,45.6
Montenegro,99.4,52.8,74.8,81.3,47.7,63.3,77.5,54.9,20.5,54.4,70.1,77.5,92.6,45.8,55.3,71.1,71.3
Argentina,97.1,68.7,78.4,94.5,71.6,76.8,69.5,55.2,14.8,28.4,72.6,84.0,88.1,61.0,56.2,58.5,54.0
Azerbaijan,100.0,60.7,57.9,65.1,46.5,56.2,62.7,61.3,12.6,100.0,70.5,91.2,80.9,58.9,60.6,71.9,66.1
Cameroon,29.9,52.3,17.8,37.1,42.1,52.0,55.5,55.3,4.9,29.4,40.6,97.5,98.2,73.1,59.0,43.6,44.8
New Zealand,100.0,70.4,87.6,94.3,78.0,90.3,85.5,85.4,69.0,80.0,86.5,53.0,52.1,60.7,52.3,93.1,66.9
United Kingdom,99.6,72.7,85.1,99.8,72.3,93.7,68.9,78.4,72.4,70.2,87.7,66.4,51.7,72.2,85.3,84.2,42.8
Georgia,61.0,54.8,59.2,77.1,47.7,82.0,84.0,64.4,11.8,66.7,75.5,92.3,94.6,68.4,62.3,73.7,50.8
Liberia,23.7,41.7,20.6,23.9,26.6,48.1,21.6,54.7,3.0,70.4,32.2,97.7,98.7,53.3,43.6,52.0,43.9
Brunei Darussalam,67.6,55.8,77.5,98.2,54.8,60.4,68.6,71.2,26.1,63.9,99.7,74.8,12.9,51.4,67.3,64.3,69.4
Philippines,54.4,58.4,52.2,58.4,55.3,64.0,68.9,58.5,12.9,27.2,65.3,95.0,95.9,72.9,54.9,61.0,50.3
Lao PDR,34.7,41.1,32.5,34.4,48.9,47.7,59.0,68.6,2.9,72.2,54.6,97.1,97.9,60.8,45.8,48.4,50.6
