,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Croatia,99.0,75.0,85.9,96.7,61.2,84.0,81.6,76.6,65.9,90.5,75.2,75.8,80.1,70.7,84.4,74.7,50.0
Paraguay,85.0,68.9,68.9,81.0,61.5,69.8,87.0,64.1,8.7,17.3,72.9,87.1,92.8,61.4,51.2,49.7,45.3
Portugal,99.6,63.0,85.9,96.1,73.9,79.0,77.5,75.3,40.7,67.8,89.4,72.9,76.7,40.1,66.1,81.1,63.4
Israel,98.8,65.1,93.7,99.7,71.2,68.9,70.3,80.5,80.6,63.0,84.1,71.3,53.8,31.0,49.5,73.2,58.7
Eastern Europe and Central Asia,94.5,57.3,72.5,84.8,59.9,71.0,65.1,69.2,42.7,82.8,74.4,87.5,79.7,61.9,65.9,58.6,62.5
Djibouti,49.4,39.1,52.1,16.3,24.9,57.0,22.5,49.1,21.4,44.4,60.4,94.5,88.3,56.8,38.6,58.0,46.2
"Yemen, Rep.",91.7,41.2,37.9,29.8,7.4,28.0,31.2,51.4,5.7,69.1,49.4,96.8,96.8,56.0,42.9,43.9,64.9
Honduras,57.7,52.4,68.2,60.7,66.6,71.2,77.2,60.7,11.8,19.4,79.4,94.4,94.9,66.2,67.6,45.4,62.8
Czech Republic,99.8,62.1,89.8,92.1,72.3,85.3,73.6,83.3,78.2,100.0,92.3,68.9,66.2,62.0,92.6,83.4,55.5
Bahrain,91.7,75.9,75.3,79.8,41.4,68.0,68.9,70.4,18.5,76.0,52.4,77.9,40.0,55.4,50.7,76.8,29.7
Namibia,39.7,43.9,36.8,67.2,75.9,55.1,48.2,58.4,2.9,2.8,76.4,88.1,84.5,66.6,85.7,67.3,67.3
OECD members,96.7,70.3,86.3,93.6,66.5,83.8,71.4,76.4,72.4,63.5,84.5,71.6,55.1,58.6,65.0,76.0,65.8
Sub-Saharan Africa,20.5,51.4,22.1,25.8,42.0,45.4,46.5,55.8,8.9,30.3,44.3,96.1,96.6,65.9,64.1,49.4,46.9
Cambodia,69.7,66.3,63.0,66.5,55.2,62.9,71.2,55.5,26.4,63.9,71.1,96.8,94.3,55.0,49.1,60.4,52.5
Eswatini,32.0,51.8,35.7,52.7,62.6,34.3,64.4,48.7,12.1,11.8,75.5,86.5,97.6,66.1,64.7,54.0,64.0
Jordan,99.3,58.8,77.3,55.1,39.6,58.3,69.1,60.4,28.7,77.0,76.9,91.8,88.1,85.6,54.5,73.0,58.5
Small Island Developing States,55.0,51.6,61.2,77.5,55.9,56.2,61.5,68.9,13.5,40.1,79.5,83.6,92.3,69.0,55.0,62.4,58.7
"Congo, Rep.",18.7,43.4,45.5,43.1,53.9,51.9,60.2,44.9,7.9,19.9,52.0,96.5,91.5,77.1,81.0,57.7,48.0
China,97.9,82.0,81.2,99.5,77.4,70.4,63.8,73.0,75.9,34.5,79.1,90.6,85.7,51.4,49.5,67.0,44.8
Panama,86.7,46.3,77.9,79.3,61.6,69.9,77.3,62.2,16.7,14.5,78.8,86.0,71.8,52.8,59.6,64.5,36.7
