,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Philippines,54.4,58.4,52.2,58.4,55.3,64.0,68.9,58.5,12.9,27.2,65.3,95.0,95.9,72.9,54.9,61.0,50.3
North Macedonia,75.7,59.6,71.3,87.1,23.7,71.8,59.8,56.4,15.2,65.0,78.7,86.4,85.7,58.9,80.6,73.2,69.3
Bulgaria,96.0,64.7,70.5,74.0,72.8,67.3,64.0,67.1,17.1,72.2,76.0,82.9,84.1,60.2,66.5,65.7,68.3
Colombia,72.8,61.7,71.1,79.1,59.8,76.4,75.0,56.8,8.9,9.9,86.6,91.2,89.6,70.6,53.1,57.0,59.5
Malaysia,98.0,43.0,74.8,83.2,44.7,78.2,66.8,67.9,23.6,40.0,81.4,83.4,79.1,64.9,40.4,64.0,62.2
Azerbaijan,100.0,60.7,57.9,65.1,46.5,56.2,62.7,61.3,12.6,100.0,70.5,91.2,80.9,58.9,60.6,71.9,66.1
Belarus,99.8,62.6,70.4,93.6,64.4,74.7,65.6,64.1,17.1,96.1,73.1,82.7,59.0,58.9,71.3,64.3,69.5
United Kingdom,99.6,72.7,85.1,99.8,72.3,93.7,68.9,78.4,72.4,70.2,87.7,66.4,51.7,72.2,85.3,84.2,42.8
France,99.8,75.3,88.2,91.6,70.5,88.6,73.4,79.1,64.3,86.8,87.8,65.0,60.7,46.8,54.2,74.0,67.6
El Salvador,76.4,55.1,67.8,75.8,54.5,66.8,78.0,59.9,7.0,40.0,79.9,90.6,94.3,39.6,44.9,57.2,57.5
East and South Asia,47.1,58.9,51.8,70.8,49.7,54.4,56.2,64.9,24.1,35.4,56.0,94.0,95.3,57.9,51.8,60.7,44.5
Kazakhstan,99.1,55.7,62.1,90.3,66.4,73.8,59.9,63.9,19.2,87.1,84.0,86.5,57.6,58.9,56.7,58.1,51.3
Brunei Darussalam,67.6,55.8,77.5,98.2,54.8,60.4,68.6,71.2,26.1,63.9,99.7,74.8,12.9,51.4,67.3,64.3,69.4
Belgium,99.5,73.0,85.1,94.3,66.0,65.1,69.2,82.8,66.4,92.1,89.5,57.1,46.3,49.8,76.4,85.2,54.5
Mongolia,89.7,30.8,53.8,87.3,68.3,53.9,38.2,68.2,5.0,80.8,44.2,76.3,68.9,60.8,72.0,61.1,68.7
Cyprus,99.9,61.9,83.2,90.7,56.0,70.7,67.5,75.4,26.7,87.1,69.0,69.7,61.0,53.1,55.5,84.7,40.9
Lithuania,96.4,66.1,73.3,90.9,60.7,74.4,74.7,73.2,19.4,70.7,86.0,65.2,60.5,59.9,75.7,68.2,53.8
Japan,99.8,74.7,90.3,98.1,53.6,85.2,69.9,81.4,78.8,77.8,89.4,68.2,63.9,53.7,63.4,84.8,60.9
Small Island Developing States,55.5,52.5,58.7,75.5,53.6,55.9,60.6,70.0,10.8,39.8,80.3,83.6,92.0,67.9,52.5,64.1,58.0
Ethiopia,23.2,43.2,20.4,2.5,22.7,39.0,46.4,59.4,16.3,79.0,44.2,97.7,98.6,66.1,58.0,44.8,45.4
