,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Suriname,79.6,55.0,62.4,63.7,60.4,64.9,85.5,64.0,0.9,30.3,83.6,86.3,89.4,70.1,78.4,64.9,58.9
Liberia,23.7,41.7,20.6,23.9,26.6,48.1,21.6,54.7,3.0,70.4,32.2,97.7,98.7,53.3,43.6,52.0,43.9
Sri Lanka,78.3,57.3,72.9,93.4,44.7,43.1,67.3,71.9,7.5,52.1,69.6,94.5,95.7,72.5,54.5,65.2,54.5
Canada,99.6,66.5,88.5,96.7,71.8,87.5,78.9,78.5,73.8,82.5,89.3,63.2,23.9,61.9,58.0,88.8,69.4
Afghanistan,91.4,35.9,20.7,1.6,20.9,32.7,31.5,33.2,2.1,80.9,26.4,97.8,99.2,58.9,51.8,44.9,35.7
Kazakhstan,99.1,55.7,62.1,90.3,66.4,73.8,59.9,63.9,19.2,87.1,84.0,86.5,57.6,58.9,56.7,58.1,51.3
Rwanda,7.7,50.9,24.9,37.4,49.3,50.6,5.9,65.7,3.1,28.1,42.8,95.6,99.3,66.1,64.2,70.3,53.1
South Sudan,13.1,11.5,24.1,0.0,49.9,39.8,13.2,51.6,0.0,23.5,14.6,92.2,99.7,66.1,71.2,44.9,40.6
Latin America and the Caribbean,82.0,62.0,70.1,81.1,63.1,76.3,78.6,65.9,22.5,10.7,73.2,87.6,91.0,57.3,57.2,57.7,61.3
Israel,98.9,64.3,88.0,97.8,64.0,68.9,69.5,73.8,72.4,63.9,85.7,71.8,50.6,32.6,45.8,73.2,60.5
Denmark,99.6,72.7,89.9,97.9,84.6,92.4,73.3,87.2,72.4,100.0,90.6,55.5,48.8,67.7,92.4,92.5,86.5
Djibouti,46.7,27.4,34.3,0.0,4.6,53.2,36.9,48.9,6.7,46.6,65.6,94.8,91.2,60.4,40.8,58.8,55.2
Croatia,99.9,74.0,80.6,96.9,52.4,83.9,75.3,75.0,25.8,86.4,78.4,77.0,78.9,62.0,59.9,73.0,48.6
Cambodia,34.1,46.7,31.9,40.4,34.7,45.8,39.7,52.3,4.2,63.9,48.2,97.2,97.5,66.9,39.1,56.6,40.9
Upper-middle-income Countries,74.3,68.4,66.0,84.9,66.3,66.4,63.3,68.0,34.5,26.5,69.8,89.8,89.3,58.2,53.3,61.6,49.3
Mauritius,96.7,66.8,67.9,82.2,36.1,69.3,79.4,69.4,9.5,66.9,85.0,77.1,94.0,57.3,27.1,70.5,40.8
Dominican Republic,83.6,59.1,61.2,68.5,62.3,67.6,66.0,70.9,7.8,26.4,79.0,88.4,90.8,72.1,46.0,57.0,46.5
Namibia,39.7,48.0,31.5,67.0,69.3,53.4,50.6,59.6,1.9,0.0,76.4,88.1,85.3,70.0,72.5,67.3,69.3
Thailand,98.1,58.6,66.7,91.6,69.8,73.4,63.3,72.8,14.4,59.8,76.1,84.5,88.4,69.9,66.5,67.8,57.5
Mali,17.2,49.8,24.5,5.6,23.0,45.7,22.8,64.0,4.1,70.7,36.1,96.1,98.9,66.1,57.3,62.5,41.3
