,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Romania,97.0,64.8,73.1,91.1,51.0,77.1,70.7,75.0,9.8,58.9,77.6,85.6,86.7,61.4,56.1,75.6,62.8
Austria,99.5,73.6,84.7,93.2,61.9,92.4,79.8,83.0,64.2,95.0,86.2,57.3,51.8,62.0,70.9,89.4,66.3
Sri Lanka,78.3,57.3,72.9,93.4,44.7,43.1,67.3,71.9,7.5,52.1,69.6,94.5,95.7,72.5,54.5,65.2,54.5
Oman,91.7,60.7,72.8,69.8,19.1,51.2,63.4,71.0,14.6,76.0,74.5,80.8,32.5,70.7,61.4,79.2,59.5
Eastern Europe and Central Asia,91.4,52.3,62.1,82.1,55.3,70.1,63.3,64.8,21.5,74.6,73.1,88.0,78.0,61.9,63.3,52.9,64.8
South Sudan,13.1,11.5,24.1,0.0,49.9,39.8,13.2,51.6,0.0,23.5,14.6,92.2,99.7,66.1,71.2,44.9,40.6
Norway,99.6,65.0,90.3,90.9,84.2,84.9,97.9,82.8,78.9,94.7,90.9,51.5,17.7,73.3,69.5,90.7,89.7
Afghanistan,91.4,35.9,20.7,1.6,20.9,32.7,31.5,33.2,2.1,80.9,26.4,97.8,99.2,58.9,51.8,44.9,35.7
Iceland,99.7,62.3,90.2,91.2,84.5,62.8,98.8,74.0,58.1,99.4,89.5,51.8,49.7,66.2,51.1,95.0,66.2
United Kingdom,99.6,72.7,85.1,99.8,72.3,93.7,68.9,78.4,72.4,70.2,87.7,66.4,51.7,72.2,85.3,84.2,42.8
Small Island Developing States,55.5,52.5,58.7,75.5,53.6,55.9,60.6,70.0,10.8,39.8,80.3,83.6,92.0,67.9,52.5,64.1,58.0
Angola,25.2,48.6,24.8,38.9,44.1,45.0,39.9,57.3,0.8,15.5,32.0,95.3,94.2,67.2,66.5,43.1,51.6
Zambia,7.2,55.1,20.3,33.9,44.9,46.7,54.6,48.8,1.9,29.4,61.4,96.4,98.0,66.1,69.5,49.6,47.5
Lebanon,99.8,56.5,72.5,69.2,35.8,65.9,59.9,53.1,16.3,84.4,64.8,87.4,80.4,56.6,62.0,57.5,30.6
Mongolia,89.7,30.8,53.8,87.3,68.3,53.9,38.2,68.2,5.0,80.8,44.2,76.3,68.9,60.8,72.0,61.1,68.7
Guatemala,68.5,38.0,61.7,52.4,37.8,66.9,71.7,61.8,6.4,12.4,74.6,93.9,95.8,63.8,42.9,50.1,44.4
Rest of World (non-OECD),49.1,57.9,49.5,63.6,48.1,54.5,58.3,62.9,20.9,33.3,56.9,93.2,93.2,58.8,55.3,58.2,48.0
Liberia,23.7,41.7,20.6,23.9,26.6,48.1,21.6,54.7,3.0,70.4,32.2,97.7,98.7,53.3,43.6,52.0,43.9
Togo,14.3,57.6,26.6,38.1,27.7,42.1,29.6,61.5,2.8,39.3,44.7,97.6,98.5,69.0,80.3,50.0,43.3
Panama,86.7,43.5,76.3,72.1,57.9,68.0,76.8,62.3,12.4,9.7,83.8,86.0,72.2,63.2,59.9,68.2,37.7
