,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Panama,86.7,43.5,76.3,72.1,57.9,68.0,76.8,62.3,12.4,9.7,83.8,86.0,72.2,63.2,59.9,68.2,37.7
Russian Federation,100.0,56.3,64.7,88.4,61.8,76.4,66.7,69.6,36.3,64.6,78.7,86.0,68.1,57.5,66.2,42.7,70.4
Eswatini,22.9,59.1,26.0,42.5,39.6,25.4,38.4,46.6,1.9,13.9,73.1,87.0,97.1,66.1,64.6,51.1,56.4
Slovenia,99.8,67.8,84.4,97.9,62.9,87.4,75.2,84.5,39.3,100.0,80.7,64.2,57.3,49.5,61.3,83.2,61.0
Uganda,20.3,60.4,18.0,38.8,44.4,41.6,29.0,58.0,7.4,36.0,36.6,96.6,99.3,66.1,62.9,50.4,46.3
Colombia,72.8,61.7,71.1,79.1,59.8,76.4,75.0,56.8,8.9,9.9,86.6,91.2,89.6,70.6,53.1,57.0,59.5
Australia,99.8,63.3,91.3,73.9,72.5,94.0,69.9,78.1,75.6,80.9,82.2,60.6,6.8,58.3,60.5,84.7,67.9
United States,99.0,70.2,83.4,96.1,69.3,84.3,69.4,77.1,72.4,53.1,86.1,68.8,33.7,58.9,55.5,74.8,61.4
Papua New Guinea,23.6,44.5,38.9,57.7,36.4,40.5,28.5,72.1,2.7,43.7,81.9,97.8,93.0,69.6,67.2,57.3,42.2
Central African Republic,5.1,36.8,12.1,7.1,23.4,47.4,20.2,45.1,3.7,9.6,22.4,95.0,99.4,66.1,89.9,50.6,39.9
Malta,99.8,67.6,83.7,94.6,41.9,71.8,69.9,77.7,30.6,94.2,78.1,68.3,60.9,39.5,73.9,79.6,45.3
Georgia,61.0,54.8,59.2,77.1,47.7,82.0,84.0,64.4,11.8,66.7,75.5,92.3,94.6,68.4,62.3,73.7,50.8
Paraguay,85.0,68.3,68.4,78.8,54.4,65.4,84.3,61.0,6.7,8.0,72.6,87.1,92.8,61.4,46.3,46.4,46.7
Guyana,77.2,58.5,54.9,84.0,54.6,64.8,60.1,57.3,4.0,30.3,74.7,70.3,90.3,54.1,41.5,61.2,60.5
Switzerland,99.8,73.1,91.3,96.3,70.0,90.6,79.4,78.8,74.5,86.9,97.0,62.6,56.6,62.0,64.2,82.5,47.2
Sierra Leone,12.7,46.3,16.9,25.2,33.2,40.6,15.8,58.1,0.1,63.4,36.6,98.5,99.2,61.9,50.2,64.1,56.4
Nigeria,33.4,57.9,19.5,27.0,39.1,46.3,41.0,54.5,7.1,42.7,28.2,96.3,96.0,65.3,70.0,43.3,67.9
Austria,99.5,73.6,84.7,93.2,61.9,92.4,79.8,83.0,64.2,95.0,86.2,57.3,51.8,62.0,70.9,89.4,66.3
Cameroon,29.9,52.3,17.8,37.1,42.1,52.0,55.5,55.3,4.9,29.4,40.6,97.5,98.2,73.1,59.0,43.6,44.8
Ireland,99.4,77.5,85.6,98.9,66.8,85.2,67.4,88.0,64.9,82.3,86.0,58.8,47.0,60.3,80.6,89.3,53.7
