,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Angola,14.1,55.8,34.8,42.2,50.3,54.3,63.6,52.8,11.3,16.5,47.6,95.1,96.8,68.3,66.5,48.7,48.3
OECD members,96.7,70.3,86.3,93.6,66.5,83.8,71.4,76.4,72.4,63.5,84.5,71.6,55.1,58.6,65.0,76.0,65.8
Central African Republic,0.0,38.5,11.9,6.9,28.6,40.7,24.9,46.5,7.8,9.6,18.2,94.4,99.2,66.1,89.9,45.0,38.8
Mauritania,62.7,43.5,37.7,20.3,25.8,49.7,38.1,42.3,6.0,77.5,33.5,93.5,96.5,56.3,61.0,53.7,44.6
Cote d'Ivoire,33.8,63.1,38.3,31.0,37.8,54.9,66.9,67.1,21.5,45.7,47.8,97.1,97.2,77.8,73.0,54.2,45.0
Zambia,7.2,55.1,20.3,33.9,44.9,46.7,54.6,48.8,1.9,29.4,61.4,96.4,98.0,66.1,69.5,49.6,47.5
Barbados,92.4,55.4,82.9,96.2,72.2,52.7,93.5,69.3,39.8,30.3,74.6,68.8,89.1,62.5,66.1,70.8,70.1
Costa Rica,98.3,50.8,87.6,81.1,76.5,76.4,94.2,77.2,42.7,20.7,92.8,83.8,86.3,60.2,63.7,75.8,74.2
Senegal,23.7,56.5,40.6,11.6,22.8,56.0,61.1,60.9,10.1,52.6,54.0,96.5,98.0,54.4,63.9,68.4,51.3
Ghana,59.8,67.6,46.3,72.9,47.2,54.2,67.8,67.7,22.9,36.8,50.0,97.0,96.5,48.0,71.5,69.7,46.9
Croatia,98.5,72.7,84.8,97.5,60.6,84.0,78.5,75.2,59.9,89.5,81.0,76.0,83.7,69.1,84.4,72.9,48.1
Azerbaijan,100.0,61.9,72.6,87.9,53.2,67.5,67.8,67.0,41.5,100.0,86.2,90.1,81.6,58.9,65.8,72.7,71.0
Uruguay,100.0,62.3,78.3,91.0,61.2,74.4,96.9,63.6,17.0,45.8,88.6,78.2,90.7,50.9,51.0,74.4,67.1
Benin,16.3,62.6,43.8,56.3,30.7,49.3,34.1,69.9,17.2,21.4,45.5,98.4,97.3,60.0,65.9,51.7,51.4
"Congo, Rep.",18.0,43.6,43.6,45.3,54.6,51.8,59.5,44.9,12.6,19.9,54.6,96.5,91.5,76.5,81.0,58.8,44.4
Nicaragua,74.2,53.5,68.3,74.9,63.7,64.3,73.6,56.5,5.7,20.0,72.3,91.8,96.4,67.1,65.2,59.2,44.6
Rwanda,7.7,54.2,38.8,39.7,64.7,52.7,17.3,65.6,3.2,23.2,45.8,95.6,99.3,66.1,66.4,70.3,54.1
Mongolia,89.7,39.8,57.9,92.5,62.9,59.2,39.4,68.4,7.6,76.7,36.7,76.3,66.4,60.8,72.2,62.2,67.1
Fiji,93.2,57.0,73.1,73.5,56.1,72.5,65.7,72.1,40.5,65.8,92.8,87.4,96.3,64.6,46.5,79.7,59.4
Suriname,79.6,54.9,62.4,63.7,61.9,65.5,86.1,65.2,1.5,30.3,83.7,86.3,89.4,67.7,78.4,65.6,58.9
