,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Estonia,98.4,62.7,75.0,94.1,69.1,84.3,71.0,81.0,29.8,69.2,86.7,67.8,56.0,74.1,63.3,79.8,47.5
Maldives,84.0,29.0,70.0,86.1,38.6,66.5,54.9,60.1,6.6,71.5,74.1,83.9,95.0,63.7,58.5,69.9,57.5
Niger,12.3,39.8,19.1,0.0,23.2,39.9,32.3,63.0,5.2,61.3,28.7,96.9,99.3,66.1,61.5,58.5,54.1
Japan,99.8,74.7,90.3,98.1,53.6,85.2,69.9,81.4,78.8,77.8,89.4,68.2,63.9,53.7,63.4,84.8,60.9
Finland,99.9,67.1,90.3,96.7,83.9,94.3,81.4,84.6,76.2,100.0,91.4,71.3,49.0,83.0,80.1,92.4,66.3
Russian Federation,100.0,56.3,64.7,88.4,61.8,76.4,66.7,69.6,36.3,64.6,78.7,86.0,68.1,57.5,66.2,42.7,70.4
India,32.8,46.7,40.6,60.5,26.7,44.5,52.6,61.3,13.5,40.3,51.1,96.8,97.6,55.9,53.0,57.7,48.9
Guyana,77.2,58.5,54.9,84.0,54.6,64.8,60.1,57.3,4.0,30.3,74.7,70.3,90.3,54.1,41.5,61.2,60.5
"Egypt, Arab Rep.",70.0,66.8,62.5,58.3,27.5,65.5,68.6,52.6,24.7,83.5,60.9,93.2,95.2,49.3,69.4,70.8,64.9
Croatia,99.9,74.0,80.6,96.9,52.4,83.9,75.3,75.0,25.8,86.4,78.4,77.0,78.9,62.0,59.9,73.0,48.6
New Zealand,100.0,70.4,87.6,94.3,78.0,90.3,85.5,85.4,69.0,80.0,86.5,53.0,52.1,60.7,52.3,93.1,66.9
Dominican Republic,83.6,59.1,61.2,68.5,62.3,67.6,66.0,70.9,7.8,26.4,79.0,88.4,90.8,72.1,46.0,57.0,46.5
Lebanon,99.8,56.5,72.5,69.2,35.8,65.9,59.9,53.1,16.3,84.4,64.8,87.4,80.4,56.6,62.0,57.5,30.6
Fiji,89.7,57.5,69.8,69.2,47.0,68.0,61.5,72.6,15.3,63.8,92.1,88.1,97.3,63.1,46.3,82.7,61.1
Brazil,83.3,67.5,72.9,82.0,63.9,82.0,86.5,71.1,33.3,6.9,76.2,86.1,92.0,59.2,58.8,61.6,69.2
Paraguay,85.0,68.3,68.4,78.8,54.4,65.4,84.3,61.0,6.7,8.0,72.6,87.1,92.8,61.4,46.3,46.4,46.7
Sierra Leone,12.7,46.3,16.9,25.2,33.2,40.6,15.8,58.1,0.1,63.4,36.6,98.5,99.2,61.9,50.2,64.1,56.4
Burkina Faso,14.3,55.6,27.5,0.0,28.9,46.1,18.7,65.0,3.7,59.6,40.6,96.4,98.9,66.1,82.8,57.6,37.5
"Congo, Rep.",21.9,47.2,23.1,17.1,46.5,45.0,33.9,42.5,0.4,22.1,52.5,96.6,89.5,65.8,73.5,59.8,53.9
"Venezuela, RB",82.7,48.8,67.9,75.4,55.2,77.9,67.6,63.0,13.0,39.4,67.3,87.3,68.6,71.3,67.9,36.9,61.3
