,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Sri Lanka,78.3,58.9,73.8,94.1,42.1,44.5,68.1,72.6,7.8,52.1,70.2,94.5,95.7,71.7,54.0,65.2,53.5
Cameroon,43.5,60.0,37.5,50.9,52.9,55.6,65.3,60.3,18.5,23.1,45.4,97.2,97.8,74.6,64.4,47.8,45.7
Belize,60.4,59.9,76.1,76.7,56.4,68.4,86.6,57.3,25.3,30.3,79.8,89.5,91.2,68.5,50.8,62.7,71.0
Latin America and the Caribbean,83.4,63.9,75.1,82.3,66.4,78.7,82.0,67.9,31.7,19.3,73.9,87.5,89.8,58.9,59.8,57.2,65.5
Latvia,97.3,64.5,77.0,98.4,73.5,88.9,85.8,77.0,41.9,72.1,89.4,74.2,68.8,80.2,97.9,72.1,47.0
Estonia,99.6,67.4,86.7,96.0,73.9,84.0,73.7,84.0,67.8,81.7,92.3,65.5,49.1,79.9,96.1,85.4,50.4
Kazakhstan,99.8,56.8,70.8,98.5,75.6,75.4,61.4,66.6,32.0,96.4,80.1,86.5,43.5,58.9,57.1,61.0,60.7
Ghana,59.8,67.6,46.3,72.9,47.2,54.2,67.8,67.7,22.9,36.8,50.0,97.0,96.5,48.0,71.5,69.7,46.9
Niger,12.3,43.7,26.2,0.0,28.7,40.7,34.9,63.2,5.2,71.3,26.6,96.9,99.3,66.1,66.9,53.4,55.6
Nigeria,33.4,58.0,23.7,28.6,41.0,50.6,43.6,54.5,8.3,42.7,34.1,96.3,96.2,65.4,76.7,42.5,67.9
Guyana,80.8,63.4,60.1,89.3,62.3,68.6,73.0,56.4,14.0,30.3,77.2,69.9,89.6,47.7,42.3,61.2,52.5
Bolivia,90.5,58.9,66.3,89.3,70.5,69.2,65.5,69.1,26.8,43.6,75.0,91.9,92.6,61.4,67.9,54.1,64.8
Georgia,78.6,52.6,70.7,78.8,57.3,81.8,78.2,62.1,28.1,66.1,79.8,92.0,89.9,66.9,68.9,80.8,63.2
Australia,99.6,59.3,95.4,91.0,81.2,94.1,71.0,81.1,90.0,77.8,89.0,58.3,12.7,66.0,63.8,84.2,68.9
Jordan,98.8,58.1,77.0,57.3,38.4,59.6,68.8,60.6,20.2,77.0,78.1,91.8,88.1,83.7,54.4,73.3,59.7
Luxembourg,99.9,59.2,92.3,94.4,65.8,81.8,57.5,72.4,79.8,88.9,95.4,46.8,33.3,62.0,65.9,89.4,67.0
"Iran, Islamic Rep.",99.0,64.2,76.1,71.5,40.2,60.0,64.3,49.0,19.5,53.8,76.5,90.5,77.6,79.5,68.7,58.2,53.6
Iraq,83.1,41.4,58.4,46.6,35.1,66.9,61.5,50.2,11.9,91.5,53.6,89.1,78.0,61.3,52.4,64.5,71.7
Indonesia,58.0,61.3,61.0,90.2,59.9,64.9,69.2,64.2,13.8,55.3,67.0,92.6,92.0,61.8,45.7,68.9,50.7
Switzerland,99.8,73.5,91.6,97.3,71.3,90.6,79.2,77.6,77.2,86.9,97.0,62.6,56.4,62.0,64.2,82.7,49.4
